Date,Day,Temp,Genotype,Flask,Method,Count1,C2,C3,C4,C5,C6,C7,C8,C9,C10,Average,Density,Densityx10000
5/29/2019,10,32,CCMP2464,3,0,1,0,0,4,,,,,,,1.25,1388.888889,0.138888889
5/29/2019,10,32,CCMP2464,4,0,7,5,4,4,,,,,,,5,5555.555556,0.555555556
5/29/2019,10,32,KB8,1,0,92,84,86,150,,,,,,,103,114444.4444,11.44444444
5/29/2019,10,32,KB8,2,0,99,178,153,125,,,,,,,138.75,154166.6667,15.41666667
5/29/2019,10,32,KB8,3,0,102,96,103,111,,,,,,,103,114444.4444,11.44444444
5/29/2019,10,32,KB8,4,0,59,63,50,54,,,,,,,56.5,62777.77778,6.277777778
5/29/2019,10,32,CCMP2458,1,2,30,28,34,87,,,,,,,44.75,447500,44.75
5/29/2019,10,32,CCMP2458,2,2,36,33,37,47,,,,,,,38.25,382500,38.25
5/29/2019,10,32,CCMP2458,3,2,36,38,27,23,,,,,,,31,310000,31
5/29/2019,10,32,CCMP2458,4,2,21,28,52,25,,,,,,,31.5,315000,31.5
5/29/2019,10,32,FLCass,1,1,93,94,71,89,,,,,,,86.75,216875,21.6875
5/29/2019,10,32,FLCass,2,1,83,108,103,79,,,,,,,93.25,233125,23.3125
5/29/2019,10,32,FLCass,3,1,104,105,113,120,,,,,,,110.5,276250,27.625
5/29/2019,10,32,FLCass,4,1,60,63,69,36,,,,,,,57,142500,14.25
5/29/2019,10,32,RT362,1,2,34,35,37,42,,,,,,,37,370000,37
5/29/2019,10,32,RT362,2,2,41,49,51,50,,,,,,,47.75,477500,47.75
5/29/2019,10,32,RT362,3,2,52,50,35,43,,,,,,,45,450000,45
5/29/2019,10,32,RT362,4,2,41,44,53,27,,,,,,,41.25,412500,41.25
5/31/2019,12,26,KB8,1,2,63,75,43,38,,,,,,,54.75,547500,54.75
5/31/2019,12,26,KB8,2,2,70,50,41,58,,,,,,,54.75,547500,54.75
5/31/2019,12,26,KB8,3,2,34,51,24,48,,,,,,,39.25,392500,39.25
5/31/2019,12,26,KB8,4,2,45,41,37,40,,,,,,,40.75,407500,40.75
5/31/2019,12,26,CCMP2458,1,2,67,62,84,49,,,,,,,65.5,655000,65.5
5/31/2019,12,26,CCMP2458,2,2,75,50,85,86,,,,,,,74,740000,74
5/31/2019,12,26,CCMP2458,3,2,67,52,76,102,,,,,,,74.25,742500,74.25
5/31/2019,12,26,CCMP2458,4,2,77,56,68,53,,,,,,,63.5,635000,63.5
5/31/2019,12,26,FLCass,1,2,55,24,49,54,,,,,,,45.5,455000,45.5
5/31/2019,12,26,FLCass,2,2,47,43,42,28,,,,,,,40,400000,40
5/31/2019,12,26,FLCass,3,2,43,32,69,31,,,,,,,43.75,437500,43.75
5/31/2019,12,26,FLCass,4,2,45,59,42,88,,,,,,,58.5,585000,58.5
5/31/2019,12,26,CCMP2464,1,0,10,5,9,7,,,,,,,7.75,8611.111111,0.861111111
5/31/2019,12,26,CCMP2464,2,0,16,12,12,8,,,,,,,12,13333.33333,1.333333333
5/31/2019,12,26,CCMP2464,3,0,14,4,11,4,,,,,,,8.25,9166.666667,0.916666667
5/31/2019,12,26,CCMP2464,4,0,13,11,12,9,,,,,,,11.25,12500,1.25
5/31/2019,12,26,RT362,1,2,61,68,98,94,,,,,,,80.25,802500,80.25
5/31/2019,12,26,RT362,2,2,101,75,110,79,,,,,,,91.25,912500,91.25
5/31/2019,12,26,RT362,3,2,102,76,85,109,,,,,,,93,930000,93
5/31/2019,12,26,RT362,4,2,85,98,92,77,,,,,,,88,880000,88
5/31/2019,12,30,KB8,1,2,103,93,90,98,,,,,,,96,960000,96
5/31/2019,12,30,KB8,2,2,101,85,94,76,,,,,,,89,890000,89
5/31/2019,12,30,KB8,3,2,93,97,111,107,,,,,,,102,1020000,102
5/31/2019,12,30,KB8,4,2,55,83,135,111,,,,,,,96,960000,96
5/31/2019,12,30,FLCass,1,2,93,62,83,89,,,,,,,81.75,817500,81.75
5/31/2019,12,30,FLCass,2,2,77,79,94,85,,,,,,,83.75,837500,83.75
5/31/2019,12,30,FLCass,3,2,60,36,62,60,,,,,,,54.5,545000,54.5
5/31/2019,12,30,FLCass,4,2,67,90,68,97,,,,,,,80.5,805000,80.5
5/31/2019,12,30,CCMP2464,1,0,6,8,7,9,,,,,,,7.5,8333.333333,0.833333333
5/31/2019,12,30,CCMP2464,2,0,5,9,10,10,,,,,,,8.5,9444.444444,0.944444444
5/31/2019,12,30,CCMP2464,3,0,5,1,4,4,,,,,,,3.5,3888.888889,0.388888889
5/31/2019,12,30,CCMP2464,4,0,5,3,9,5,,,,,,,5.5,6111.111111,0.611111111
5/31/2019,12,30,RT362,1,2,67,66,70,79,,,,,,,70.5,705000,70.5
5/31/2019,12,30,RT362,2,2,86,77,80,86,,,,,,,82.25,822500,82.25
5/31/2019,12,30,RT362,3,2,71,69,84,66,,,,,,,72.5,725000,72.5
5/31/2019,12,30,RT362,4,2,67,67,83,76,,,,,,,73.25,732500,73.25
5/31/2019,12,30,CCMP2458,1,2,118,91,140,111,,,,,,,115,1150000,115
5/31/2019,12,30,CCMP2458,2,2,76,124,63,84,,,,,,,86.75,867500,86.75
5/31/2019,12,30,CCMP2458,3,2,73,89,91,98,,,,,,,87.75,877500,87.75
5/31/2019,12,30,CCMP2458,4,2,90,87,90,90,,,,,,,89.25,892500,89.25
5/31/2019,12,32,KB8,1,1,56,81,71,93,,,,,,,75.25,188125,18.8125
5/31/2019,12,32,KB8,2,1,104,107,107,115,,,,,,,108.25,270625,27.0625
5/31/2019,12,32,KB8,3,1,85,90,85,71,,,,,,,82.75,206875,20.6875
5/31/2019,12,32,KB8,4,1,38,115,111,84,,,,,,,87,217500,21.75
5/31/2019,12,32,CCMP2458,1,2,55,34,49,57,,,,,,,48.75,487500,48.75
5/31/2019,12,32,CCMP2458,2,2,59,44,30,61,,,,,,,48.5,485000,48.5
5/31/2019,12,32,CCMP2458,3,2,46,46,35,42,,,,,,,42.25,422500,42.25
5/31/2019,12,32,CCMP2458,4,2,48,47,39,64,,,,,,,49.5,495000,49.5
5/31/2019,12,32,CCMP2464,1,0,11,8,10,9,,,,,,,9.5,10555.55556,1.055555556
5/31/2019,12,32,CCMP2464,2,0,4,10,6,7,,,,,,,6.75,7500,0.75
5/31/2019,12,32,CCMP2464,3,0,3,3,5,3,,,,,,,3.5,3888.888889,0.388888889
5/31/2019,12,32,CCMP2464,4,0,13,8,7,9,,,,,,,9.25,10277.77778,1.027777778
5/31/2019,12,32,RT362,1,2,27,49,61,57,,,,,,,48.5,485000,48.5
5/31/2019,12,32,RT362,2,2,64,44,86,49,,,,,,,60.75,607500,60.75
5/31/2019,12,32,RT362,3,2,62,70,62,64,,,,,,,64.5,645000,64.5
5/31/2019,12,32,RT362,4,2,64,78,59,64,,,,,,,66.25,662500,66.25
5/31/2019,12,32,FLCass,1,2,29,28,30,35,,,,,,,30.5,305000,30.5
5/31/2019,12,32,FLCass,2,1,117,93,135,117,,,,,,,115.5,288750,28.875
5/31/2019,12,32,FLCass,3,2,44,38,39,41,,,,,,,40.5,405000,40.5
5/31/2019,12,32,FLCass,4,1,101,80,146,128,,,,,,,113.75,284375,28.4375
6/3/2019,15,26,RT362,1,2,68,101,96,59,,,,,,,81,810000,81
6/3/2019,15,26,RT362,2,2,77,111,115,96,,,,,,,99.75,997500,99.75
6/3/2019,15,26,RT362,3,2,97,67,111,110,,,,,,,96.25,962500,96.25
6/3/2019,15,26,RT362,4,2,74,89,134,115,,,,,,,103,1030000,103
6/3/2019,15,26,FLCass,1,2,100,58,61,74,,,,,,,73.25,732500,73.25
6/3/2019,15,26,FLCass,2,2,75,73,63,68,,,,,,,69.75,697500,69.75
6/3/2019,15,26,FLCass,3,2,66,37,70,73,,,,,,,61.5,615000,61.5
6/3/2019,15,26,FLCass,4,2,54,83,46,55,,,,,,,59.5,595000,59.5
6/3/2019,15,26,KB8,1,2,74,81,69,79,,,,,,,75.75,757500,75.75
6/3/2019,15,26,KB8,2,2,62,64,89,57,,,,,,,68,680000,68
6/3/2019,15,26,KB8,3,2,52,46,64,40,,,,,,,50.5,505000,50.5
6/3/2019,15,26,KB8,4,2,54,53,66,44,,,,,,,54.25,542500,54.25
6/3/2019,15,26,CCMP2458,1,2,108,116,125,109,,,,,,,114.5,1145000,114.5
6/3/2019,15,26,CCMP2458,2,2,93,81,105,111,,,,,,,97.5,975000,97.5
6/3/2019,15,26,CCMP2458,3,2,103,101,107,99,,,,,,,102.5,1025000,102.5
6/3/2019,15,26,CCMP2458,4,2,110,151,101,91,,,,,,,113.25,1132500,113.25
6/3/2019,15,26,CCMP2464,1,0,11,6,4,11,,,,,,,8,8888.888889,0.888888889
6/3/2019,15,26,CCMP2464,2,0,4,8,7,10,,,,,,,7.25,8055.555556,0.805555556
6/3/2019,15,26,CCMP2464,3,0,13,4,8,8,,,,,,,8.25,9166.666667,0.916666667
6/3/2019,15,26,CCMP2464,4,0,8,9,15,5,,,,,,,9.25,10277.77778,1.027777778
6/3/2019,15,30,FLCass,1,2,102,126,115,121,,,,,,,116,1160000,116
6/3/2019,15,30,FLCass,2,2,124,103,106,103,,,,,,,109,1090000,109
6/3/2019,15,30,FLCass,3,2,110,112,100,120,,,,,,,110.5,1105000,110.5
6/3/2019,15,30,FLCass,4,2,108,114,125,144,,,,,,,122.75,1227500,122.75
6/3/2019,15,30,KB8,1,2,142,107,116,154,,,,,,,129.75,1297500,129.75
6/3/2019,15,30,KB8,2,2,111,102,107,106,,,,,,,106.5,1065000,106.5
6/3/2019,15,30,KB8,3,2,109,141,120,120,,,,,,,122.5,1225000,122.5
6/3/2019,15,30,KB8,4,2,119,115,95,118,,,,,,,111.75,1117500,111.75
6/3/2019,15,30,RT362,1,2,127,127,101,116,,,,,,,117.75,1177500,117.75
6/3/2019,15,30,RT362,2,2,117,100,130,86,,,,,,,108.25,1082500,108.25
6/3/2019,15,30,RT362,3,2,120,112,102,112,,,,,,,111.5,1115000,111.5
6/3/2019,15,30,RT362,4,2,110,110,117,121,,,,,,,114.5,1145000,114.5
6/3/2019,15,30,CCMP2464,1,0,9,6,8,7,,,,,,,7.5,8333.333333,0.833333333
6/3/2019,15,30,CCMP2464,2,0,13,13,11,11,,,,,,,12,13333.33333,1.333333333
6/3/2019,15,30,CCMP2464,3,0,8,11,5,5,,,,,,,7.25,8055.555556,0.805555556
6/3/2019,15,30,CCMP2464,4,0,7,10,5,8,,,,,,,7.5,8333.333333,0.833333333
6/3/2019,15,30,CCMP2458,1,2,107,110,101,108,,,,,,,106.5,1065000,106.5
6/3/2019,15,30,CCMP2458,2,2,86,105,123,101,,,,,,,103.75,1037500,103.75
6/3/2019,15,30,CCMP2458,3,2,133,97,115,141,,,,,,,121.5,1215000,121.5
6/3/2019,15,30,CCMP2458,4,2,103,95,146,130,,,,,,,118.5,1185000,118.5
6/3/2019,15,32,CCMP2464,1,0,10,14,14,16,,,,,,,13.5,15000,1.5
6/3/2019,15,32,CCMP2464,2,0,6,6,6,4,,,,,,,5.5,6111.111111,0.611111111
6/3/2019,15,32,CCMP2464,3,0,1,2,1,0,,,,,,,1,1111.111111,0.111111111
6/3/2019,15,32,CCMP2464,4,0,11,11,8,12,,,,,,,10.5,11666.66667,1.166666667
6/3/2019,15,32,KB8,1,2,38,38,40,49,,,,,,,41.25,412500,41.25
6/3/2019,15,32,KB8,2,2,53,27,43,61,,,,,,,46,460000,46
6/3/2019,15,32,KB8,3,2,26,38,28,22,,,,,,,28.5,285000,28.5
6/3/2019,15,32,KB8,4,1,61,44,83,76,,,,,,,66,165000,16.5
6/3/2019,15,32,RT362,1,2,91,82,77,102,,,,,,,88,880000,88
6/3/2019,15,32,RT362,2,2,114,89,119,160,,,,,,,120.5,1205000,120.5
6/3/2019,15,32,RT362,3,2,104,84,122,104,,,,,,,103.5,1035000,103.5
6/3/2019,15,32,RT362,4,2,107,105,72,85,,,,,,,92.25,922500,92.25
6/3/2019,15,32,FLCass,1,1,133,166,167,166,,,,,,,158,395000,39.5
6/3/2019,15,32,FLCass,2,2,44,44,33,33,,,,,,,38.5,385000,38.5
6/3/2019,15,32,FLCass,3,2,75,44,42,69,,,,,,,57.5,575000,57.5
6/3/2019,15,32,FLCass,4,2,44,31,47,26,,,,,,,37,370000,37
6/3/2019,15,32,CCMP2458,1,2,68,56,59,61,,,,,,,61,610000,61
6/3/2019,15,32,CCMP2458,2,2,53,67,63,52,,,,,,,58.75,587500,58.75
6/3/2019,15,32,CCMP2458,3,2,62,50,58,72,,,,,,,60.5,605000,60.5
6/3/2019,15,32,CCMP2458,4,2,64,71,63,90,,,,,,,72,720000,72
6/5/2019,17,26,CCMP2464,1,0,7,7,7,11,,,,,,,8,8888.888889,0.888888889
6/5/2019,17,26,CCMP2464,2,0,4,6,4,10,,,,,,,6,6666.666667,0.666666667
6/5/2019,17,26,CCMP2464,3,0,10,3,9,12,,,,,,,8.5,9444.444444,0.944444444
6/5/2019,17,26,CCMP2464,4,0,11,11,7,10,,,,,,,9.75,10833.33333,1.083333333
6/5/2019,17,26,FLCass,1,2,74,60,114,133,,,,,,,95.25,952500,95.25
6/5/2019,17,26,FLCass,2,2,58,107,80,92,,,,,,,84.25,842500,84.25
6/5/2019,17,26,FLCass,3,2,105,120,91,84,,,,,,,100,1000000,100
6/5/2019,17,26,FLCass,4,2,102,75,53,109,,,,,,,84.75,847500,84.75
6/5/2019,17,26,KB8,1,2,71,90,86,84,,,,,,,82.75,827500,82.75
6/5/2019,17,26,KB8,2,2,73,48,70,72,,,,,,,65.75,657500,65.75
6/5/2019,17,26,KB8,3,2,49,47,46,36,,,,,,,44.5,445000,44.5
6/5/2019,17,26,KB8,4,2,53,43,58,62,,,,,,,54,540000,54
6/5/2019,17,26,CCMP2458,1,2,106,80,91,99,,,,,,,94,940000,94
6/5/2019,17,26,CCMP2458,2,2,98,114,96,79,,,,,,,96.75,967500,96.75
6/5/2019,17,26,CCMP2458,3,2,76,81,100,84,,,,,,,85.25,852500,85.25
6/5/2019,17,26,CCMP2458,4,2,79,103,88,101,,,,,,,92.75,927500,92.75
6/5/2019,17,26,RT362,1,2,88,97,102,106,,,,,,,98.25,982500,98.25
6/5/2019,17,26,RT362,2,2,101,79,96,105,,,,,,,95.25,952500,95.25
6/5/2019,17,26,RT362,3,2,94,114,97,94,,,,,,,99.75,997500,99.75
6/5/2019,17,26,RT362,4,2,101,67,103,107,,,,,,,94.5,945000,94.5
6/5/2019,17,30,FLCass,1,2,61,66,69,80,,,,,,,69,690000,69
6/5/2019,17,30,FLCass,2,2,86,81,77,75,,,,,,,79.75,797500,79.75
6/5/2019,17,30,FLCass,3,2,75,92,82,95,,,,,,,86,860000,86
6/5/2019,17,30,FLCass,4,2,73,84,64,84,,,,,,,76.25,762500,76.25
6/5/2019,17,30,CCMP2458,1,2,119,109,124,115,,,,,,,116.75,1167500,116.75
6/5/2019,17,30,CCMP2458,2,2,149,118,134,120,,,,,,,130.25,1302500,130.25
6/5/2019,17,30,CCMP2458,3,2,120,131,130,116,,,,,,,124.25,1242500,124.25
6/5/2019,17,30,CCMP2458,4,2,113,116,97,126,,,,,,,113,1130000,113
6/5/2019,17,30,CCMP2464,1,0,15,13,14,19,,,,,,,15.25,16944.44444,1.694444444
6/5/2019,17,30,CCMP2464,2,0,11,12,10,15,,,,,,,12,13333.33333,1.333333333
6/5/2019,17,30,CCMP2464,3,0,8,3,10,16,,,,,,,9.25,10277.77778,1.027777778
6/5/2019,17,30,CCMP2464,4,0,9,10,4,18,,,,,,,10.25,11388.88889,1.138888889
6/5/2019,17,30,KB8,1,2,129,141,161,133,,,,,,,141,1410000,141
6/5/2019,17,30,KB8,2,2,117,106,140,168,,,,,,,132.75,1327500,132.75
6/5/2019,17,30,KB8,3,2,150,140,155,160,,,,,,,151.25,1512500,151.25
6/5/2019,17,30,KB8,4,2,112,124,126,137,,,,,,,124.75,1247500,124.75
6/5/2019,17,30,RT362,1,2,173,147,156,138,,,,,,,153.5,1535000,153.5
6/5/2019,17,30,RT362,2,2,162,111,139,215,,,,,,,156.75,1567500,156.75
6/5/2019,17,30,RT362,3,2,172,146,182,167,,,,,,,166.75,1667500,166.75
6/5/2019,17,30,RT362,4,2,135,158,152,173,,,,,,,154.5,1545000,154.5
6/5/2019,17,32,FLCass,1,2,45,45,40,45,,,,,,,43.75,437500,43.75
6/5/2019,17,32,FLCass,2,2,61,64,34,32,,,,,,,47.75,477500,47.75
6/5/2019,17,32,FLCass,3,2,65,82,65,69,,,,,,,70.25,702500,70.25
6/5/2019,17,32,FLCass,4,2,65,59,58,55,,,,,,,59.25,592500,59.25
6/5/2019,17,32,CCMP2458,1,2,58,55,62,74,,,,,,,62.25,622500,62.25
6/5/2019,17,32,CCMP2458,2,2,79,67,64,64,,,,,,,68.5,685000,68.5
6/5/2019,17,32,CCMP2458,3,2,85,92,95,75,,,,,,,86.75,867500,86.75
6/5/2019,17,32,CCMP2458,4,2,67,63,109,93,,,,,,,83,830000,83
6/5/2019,17,32,CCMP2464,1,0,11,7,12,4,,,,,,,8.5,9444.444444,0.944444444
6/5/2019,17,32,CCMP2464,2,0,6,6,6,4,,,,,,,5.5,6111.111111,0.611111111
6/5/2019,17,32,CCMP2464,3,0,2,1,3,2,,,,,,,2,2222.222222,0.222222222
6/5/2019,17,32,CCMP2464,4,0,8,7,13,6,,,,,,,8.5,9444.444444,0.944444444
6/5/2019,17,32,KB8,1,2,43,43,52,52,,,,,,,47.5,475000,47.5
6/5/2019,17,32,KB8,2,2,49,46,48,58,,,,,,,50.25,502500,50.25
6/5/2019,17,32,KB8,3,2,45,21,35,48,,,,,,,37.25,372500,37.25
6/5/2019,17,32,KB8,4,1,90,90,120,100,,,,,,,100,250000,25
6/5/2019,17,32,RT362,1,2,79,78,97,70,,,,,,,81,810000,81
6/5/2019,17,32,RT362,2,2,105,84,96,76,,,,,,,90.25,902500,90.25
6/5/2019,17,32,RT362,3,2,121,88,94,78,,,,,,,95.25,952500,95.25
6/5/2019,17,32,RT362,4,2,95,95,75,114,,,,,,,94.75,947500,94.75
6/7/2019,19,26,CCMP2458,1,2,172,155,162,140,,,,,,,157.25,1572500,157.25
6/7/2019,19,26,CCMP2458,2,2,159,155,126,138,,,,,,,144.5,1445000,144.5
6/7/2019,19,26,CCMP2458,3,2,154,109,153,130,,,,,,,136.5,1365000,136.5
6/7/2019,19,26,CCMP2458,4,2,102,153,91,122,,,,,,,117,1170000,117
6/7/2019,19,26,RT362,1,2,196,151,233,157,,,,,,,184.25,1842500,184.25
6/7/2019,19,26,RT362,2,2,128,168,156,157,,,,,,,152.25,1522500,152.25
6/7/2019,19,26,RT362,3,2,118,148,147,136,,,,,,,137.25,1372500,137.25
6/7/2019,19,26,RT362,4,2,117,105,148,132,,,,,,,125.5,1255000,125.5
6/7/2019,19,26,CCMP2464,1,0,8,5,13,2,,,,,,,7,7777.777778,0.777777778
6/7/2019,19,26,CCMP2464,2,0,10,5,1,7,,,,,,,5.75,6388.888889,0.638888889
6/7/2019,19,26,CCMP2464,3,0,6,7,9,9,,,,,,,7.75,8611.111111,0.861111111
6/7/2019,19,26,CCMP2464,4,0,10,12,8,9,,,,,,,9.75,10833.33333,1.083333333
6/7/2019,19,26,FLCass,1,2,79,54,63,35,,,,,,,57.75,577500,57.75
6/7/2019,19,26,FLCass,2,2,65,53,62,67,,,,,,,61.75,617500,61.75
6/7/2019,19,26,FLCass,3,2,62,40,60,81,,,,,,,60.75,607500,60.75
6/7/2019,19,26,FLCass,4,2,48,51,47,67,,,,,,,53.25,532500,53.25
6/7/2019,19,26,KB8,1,2,66,76,80,81,,,,,,,75.75,757500,75.75
6/7/2019,19,26,KB8,2,2,85,107,64,92,,,,,,,87,870000,87
6/7/2019,19,26,KB8,3,2,59,58,43,59,,,,,,,54.75,547500,54.75
6/7/2019,19,26,KB8,4,2,63,64,59,60,,,,,,,61.5,615000,61.5
6/7/2019,19,30,CCMP2458,1,2,143,210,125,175,,,,,,,163.25,1632500,163.25
6/7/2019,19,30,CCMP2458,2,2,163,158,178,138,,,,,,,159.25,1592500,159.25
6/7/2019,19,30,CCMP2458,3,2,196,187,185,207,,,,,,,193.75,1937500,193.75
6/7/2019,19,30,CCMP2458,4,2,159,187,177,173,,,,,,,174,1740000,174
6/7/2019,19,30,CCMP2464,1,0,8,7,9,9,,,,,,,8.25,9166.666667,0.916666667
6/7/2019,19,30,CCMP2464,2,0,7,9,19,10,,,,,,,11.25,12500,1.25
6/7/2019,19,30,CCMP2464,3,0,2,9,6,7,,,,,,,6,6666.666667,0.666666667
6/7/2019,19,30,CCMP2464,4,0,10,5,8,6,,,,,,,7.25,8055.555556,0.805555556
6/7/2019,19,30,KB8,1,2,110,173,137,140,,,,,,,140,1400000,140
6/7/2019,19,30,KB8,2,2,132,146,132,116,,,,,,,131.5,1315000,131.5
6/7/2019,19,30,KB8,3,2,109,132,117,141,,,,,,,124.75,1247500,124.75
6/7/2019,19,30,KB8,4,2,126,123,129,142,,,,,,,130,1300000,130
6/7/2019,19,30,RT362,1,2,106,91,134,131,,,,,,,115.5,1155000,115.5
6/7/2019,19,30,RT362,2,2,104,96,105,114,,,,,,,104.75,1047500,104.75
6/7/2019,19,30,RT362,3,2,92,76,124,111,,,,,,,100.75,1007500,100.75
6/7/2019,19,30,RT362,4,2,89,138,111,120,,,,,,,114.5,1145000,114.5
6/7/2019,19,30,FLCass,1,2,58,65,79,59,,,,,,,65.25,652500,65.25
6/7/2019,19,30,FLCass,2,2,60,85,82,87,,,,,,,78.5,785000,78.5
6/7/2019,19,30,FLCass,3,2,78,73,69,85,,,,,,,76.25,762500,76.25
6/7/2019,19,30,FLCass,4,2,72,95,76,90,,,,,,,83.25,832500,83.25
6/7/2019,19,32,RT362,1,2,103,102,109,100,,,,,,,103.5,1035000,103.5
6/7/2019,19,32,RT362,2,2,123,108,100,91,,,,,,,105.5,1055000,105.5
6/7/2019,19,32,RT362,3,2,111,120,125,119,,,,,,,118.75,1187500,118.75
6/7/2019,19,32,RT362,4,2,109,97,97,137,,,,,,,110,1100000,110
6/7/2019,19,32,FLCass,1,2,128,84,76,62,,,,,,,87.5,875000,87.5
6/7/2019,19,32,FLCass,2,2,74,64,71,67,,,,,,,69,690000,69
6/7/2019,19,32,FLCass,3,2,76,73,75,88,,,,,,,78,780000,78
6/7/2019,19,32,FLCass,4,2,58,117,106,88,,,,,,,92.25,922500,92.25
6/7/2019,19,32,KB8,1,2,61,72,79,51,,,,,,,65.75,657500,65.75
6/7/2019,19,32,KB8,2,2,65,81,63,66,,,,,,,68.75,687500,68.75
6/7/2019,19,32,KB8,3,2,54,58,64,70,,,,,,,61.5,615000,61.5
6/7/2019,19,32,KB8,4,2,68,63,67,69,,,,,,,66.75,667500,66.75
6/7/2019,19,32,CCMP2458,1,2,66,47,79,76,,,,,,,67,670000,67
6/7/2019,19,32,CCMP2458,2,2,78,63,61,82,,,,,,,71,710000,71
6/7/2019,19,32,CCMP2458,3,2,64,70,87,92,,,,,,,78.25,782500,78.25
6/7/2019,19,32,CCMP2458,4,2,57,69,67,45,,,,,,,59.5,595000,59.5
6/7/2019,19,32,CCMP2464,1,0,12,7,11,16,,,,,,,11.5,12777.77778,1.277777778
6/7/2019,19,32,CCMP2464,2,0,6,9,9,15,,,,,,,9.75,10833.33333,1.083333333
6/7/2019,19,32,CCMP2464,3,0,11,1,1,6,,,,,,,4.75,5277.777778,0.527777778
6/7/2019,19,32,CCMP2464,4,0,19,13,10,15,,,,,,,14.25,15833.33333,1.583333333
6/10/2019,22,26,RT362,1,2,142,106,186,196,,,,,,,157.5,1575000,157.5
6/10/2019,22,26,RT362,2,2,106,169,173,145,,,,,,,148.25,1482500,148.25
6/10/2019,22,26,RT362,3,2,123,101,150,147,,,,,,,130.25,1302500,130.25
6/10/2019,22,26,RT362,4,2,92,130,154,97,,,,,,,118.25,1182500,118.25
6/10/2019,22,26,CCMP2458,1,2,170,187,121,196,,,,,,,168.5,1685000,168.5
6/10/2019,22,26,CCMP2458,2,2,145,135,139,141,,,,,,,140,1400000,140
6/10/2019,22,26,CCMP2458,3,2,166,168,160,203,,,,,,,174.25,1742500,174.25
6/10/2019,22,26,CCMP2458,4,2,129,157,143,145,,,,,,,143.5,1435000,143.5
6/10/2019,22,26,KB8,1,2,71,79,99,77,,,,,,,81.5,815000,81.5
6/10/2019,22,26,KB8,2,2,76,104,104,88,,,,,,,93,930000,93
6/10/2019,22,26,KB8,3,2,77,95,100,79,,,,,,,87.75,877500,87.75
6/10/2019,22,26,KB8,4,2,70,101,90,73,,,,,,,83.5,835000,83.5
6/10/2019,22,26,FLCass,1,2,32,44,92,55,,,,,,,55.75,557500,55.75
6/10/2019,22,26,FLCass,2,2,38,56,72,59,,,,,,,56.25,562500,56.25
6/10/2019,22,26,FLCass,3,2,51,76,78,58,,,,,,,65.75,657500,65.75
6/10/2019,22,26,FLCass,4,2,47,52,91,72,,,,,,,65.5,655000,65.5
6/10/2019,22,26,CCMP2464,1,0,9,5,7,6,,,,,,,6.75,7500,0.75
6/10/2019,22,26,CCMP2464,2,0,7,9,10,7,,,,,,,8.25,9166.666667,0.916666667
6/10/2019,22,26,CCMP2464,3,0,8,6,9,8,,,,,,,7.75,8611.111111,0.861111111
6/10/2019,22,26,CCMP2464,4,0,10,18,6,8,,,,,,,10.5,11666.66667,1.166666667
6/10/2019,22,30,FLCass,1,2,96,63,84,84,,,,,,,81.75,817500,81.75
6/10/2019,22,30,FLCass,2,2,71,95,82,52,,,,,,,75,750000,75
6/10/2019,22,30,FLCass,3,2,55,65,109,72,,,,,,,75.25,752500,75.25
6/10/2019,22,30,FLCass,4,2,85,82,89,92,,,,,,,87,870000,87
6/10/2019,22,30,CCMP2458,1,2,137,163,109,145,,,,,,,138.5,1385000,138.5
6/10/2019,22,30,CCMP2458,2,2,136,115,129,166,,,,,,,136.5,1365000,136.5
6/10/2019,22,30,CCMP2458,3,2,163,109,120,138,,,,,,,132.5,1325000,132.5
6/10/2019,22,30,CCMP2458,4,2,132,82,148,145,,,,,,,126.75,1267500,126.75
6/10/2019,22,30,CCMP2464,1,0,8,7,18,16,,,,,,,12.25,13611.11111,1.361111111
6/10/2019,22,30,CCMP2464,2,0,4,11,7,9,,,,,,,7.75,8611.111111,0.861111111
6/10/2019,22,30,CCMP2464,3,0,3,2,10,2,,,,,,,4.25,4722.222222,0.472222222
6/10/2019,22,30,CCMP2464,4,0,3,6,6,8,,,,,,,5.75,6388.888889,0.638888889
6/10/2019,22,30,KB8,1,2,134,135,158,177,,,,,,,151,1510000,151
6/10/2019,22,30,KB8,2,2,139,142,133,144,,,,,,,139.5,1395000,139.5
6/10/2019,22,30,KB8,3,2,135,161,134,137,,,,,,,141.75,1417500,141.75
6/10/2019,22,30,KB8,4,2,154,130,141,121,,,,,,,136.5,1365000,136.5
6/10/2019,22,30,RT362,1,2,226,123,182,119,,,,,,,162.5,1625000,162.5
6/10/2019,22,30,RT362,2,2,131,156,169,166,,,,,,,155.5,1555000,155.5
6/10/2019,22,30,RT362,3,2,92,137,180,167,,,,,,,144,1440000,144
6/10/2019,22,30,RT362,4,2,153,160,184,136,,,,,,,158.25,1582500,158.25
6/10/2019,22,32,KB8,1,2,88,93,82,90,,,,,,,88.25,882500,88.25
6/10/2019,22,32,KB8,2,2,104,95,105,86,,,,,,,97.5,975000,97.5
6/10/2019,22,32,KB8,3,2,60,58,114,71,,,,,,,75.75,757500,75.75
6/10/2019,22,32,KB8,4,2,86,97,113,114,,,,,,,102.5,1025000,102.5
6/10/2019,22,32,RT362,1,2,131,104,113,92,,,,,,,110,1100000,110
6/10/2019,22,32,RT362,2,2,117,100,136,139,,,,,,,123,1230000,123
