"WellNum","Date","DarkSlope","LightSlope","Respiration","GrossPhoto","NetPhoto","Count1","Count2","PicDate","PictureNum","Area","Genotype","Temp","Plate","Day.Dead","Survive.to.End","Days.to.Inoculation","Days.to.Strobilation","Days.to.Ephyra","Total.Buds","Total.Ephyra.Produced","Notes","avgct","cells.per.mL","cells.per.polyp","cells.per.area","Resp.per.cell.density","Resp","GP.per.cell.density","GP","NP.per.cell.density","NP","Resp.per.cell","Resp.per.bill.cell","GP.per.cell","GP.per.bill.cell","NP.per.cell","NP.per.bill.cell"
"172","20-Jan",0.0843,0.391,-0.289808333,-0.073,0.216808333,53,39,"20-Jan",58,0.598,"FLCass",30,1,NA,"Yes",7,11,14,0,1,"Plate spilled on day 6",46,460000,6.9e+07,115384615.384615,-2.51167221933333e-09,-2.51167221933333,-6.32666666666667e-10,-0.632666666666667,1.87900555266667e-09,1.87900555266667,-4.20012076811594e-09,-4.20012076811594,-1.05797101449275e-09,-1.05797101449275,3.14214975362319e-09,3.14214975362319
"149","20-Jan",0.1682,0.497,-0.205908333,0.033,0.238908333,74,56,"20-Jan",53,0.63,"CCMP2464",30,1,NA,"Yes",24,NA,NA,4,0,"",65,650000,97500000,154761904.761905,-1.33048461323077e-09,-1.33048461323077,2.13230769230769e-10,0.213230769230769,1.54371538246154e-09,1.54371538246154,-2.11188033846154e-09,-2.11188033846154,3.38461538461538e-10,0.338461538461538,2.45034187692308e-09,2.45034187692308
"174","20-Jan",-0.0887,0.2189,-0.462808333,-0.2451,0.217708333,19,45,"20-Jan",59,0.66,"FLCass",30,1,NA,"Yes",7,11,14,0,1,"Plate spilled on day 6",32,320000,4.8e+07,72727272.7272727,-6.36361457875e-09,-6.36361457875,-3.370125e-09,-3.370125,2.99348957875e-09,2.99348957875,-9.64184027083333e-09,-9.64184027083333,-5.10625e-09,-5.10625,4.53559027083333e-09,4.53559027083333
"153","20-Jan",-0.3066,0.6489,-0.680708333,0.1849,0.865608333,74,71,"20-Jan",54,0.598,"CCMP2464",30,2,NA,"Yes",26,NA,NA,2,0,"",72.5,725000,108750000,181856187.29097,-3.74311340812874e-09,-3.74311340812873,1.01673747126437e-09,1.01673747126437,4.7598508793931e-09,4.7598508793931,-6.25938697011494e-09,-6.25938697011494,1.70022988505747e-09,1.70022988505747,7.95961685517241e-09,7.95961685517241
"175","20-Jan",0.3015,0.839,-0.072608333,0.375,0.447608333,26,18,"20-Jan",60,0.644,"FLCass",30,2,NA,"Yes",4,8,10,1,1,"",22,220000,3.3e+07,51242236.0248447,-1.41696261975758e-09,-1.41696261975758,7.31818181818182e-09,7.31818181818182,8.73514443793939e-09,8.73514443793939,-2.20025251515151e-09,-2.20025251515152,1.13636363636364e-08,11.3636363636364,1.35638888787879e-08,13.5638888787879
"154","20-Jan",0.3733,0.3323,-0.000808333,-0.1317,-0.130891667,42,66,"20-Jan",55,0.806,"CCMP2464",30,2,NA,"Yes",NA,NA,NA,1,0,"",54,540000,8.1e+07,100496277.915633,-8.04341232098765e-12,-0.00804341232098765,-1.3104962962963e-09,-1.3104962962963,-1.30245288397531e-09,-1.30245288397531,-9.97941975308642e-12,-0.00997941975308642,-1.62592592592593e-09,-1.62592592592593,-1.61594650617284e-09,-1.61594650617284
"177","20-Jan",0.2623,-0.1934,-0.111808333,-0.6574,-0.545591667,50,45,"20-Jan",61,0.439,"FLCass",30,2,NA,"Yes",4,9,12,2,1,"",47.5,475000,71250000,162300683.371298,-6.8889625525614e-10,-0.68889625525614,-4.05050666666667e-09,-4.05050666666667,-3.36161041141053e-09,-3.36161041141053,-1.56923976140351e-09,-1.56923976140351,-9.22666666666667e-09,-9.22666666666667,-7.65742690526316e-09,-7.65742690526316
"155","20-Jan",0.6356,0.4588,0.261491667,-0.0052,-0.266691667,27,23,"20-Jan",56,0.607,"CCMP2464",30,2,NA,"Yes",26,NA,NA,2,0,"",25,250000,37500000,61779242.1746293,4.23267844984e-09,4.23267844984,-8.41706666666667e-11,-0.0841706666666667,-4.31684911650667e-09,-4.31684911650667,6.97311112e-09,6.97311112,-1.38666666666667e-10,-0.138666666666667,-7.11177778666667e-09,-7.11177778666667
"180","20-Jan",0.4107,0.6373,0.036591667,0.1733,0.136708333,31,30,"20-Jan",62,0.578,"FLCass",30,2,NA,"Yes",4,8,11,2,2,"",30.5,305000,45750000,79152249.1349481,4.62294721879781e-10,0.462294721879781,2.18945136612022e-09,2.18945136612022,1.72715664424044e-09,1.72715664424044,7.99817857923497e-10,0.799817857923497,3.7879781420765e-09,3.7879781420765,2.988160284153e-09,2.98816028415301
"c25","20-Jan",0.3611,0.4535,-0.008433333,0.031158333,0.039591667,68,62,"20-Jan",39,0.639,"Aposymbiotic",30,1,NA,"Yes",NA,NA,NA,4,0,"",65,650000,97500000,152582159.624413,-5.52707670461538e-11,-0.0552707670461538,2.04206920892308e-10,0.204206920892308,2.59477694492308e-10,0.259477694492308,-8.64957230769231e-11,-0.0864957230769231,3.19572646153846e-10,0.319572646153846,4.06068379487179e-10,0.406068379487179
"121","20-Jan",0.2855,0.5221,-0.084033333,0.099758333,0.183791667,55,49,"20-Jan",45,0.455,"CCMP2458",30,1,NA,"Yes",24,NA,NA,1,0,"",52,520000,7.8e+07,171428571.428571,-4.901944425e-10,-0.4901944425,5.81923609166667e-10,0.581923609166667,1.0721180575e-09,1.0721180575,-1.07735042307692e-09,-1.07735042307692,1.27895298717949e-09,1.27895298717949,2.35630342307692e-09,2.35630342307692
"c26","20-Jan",0.4034,0.4545,0.033866667,0.032158333,-0.001708333,66,89,"20-Jan",40,0.637,"Aposymbiotic",30,1,NA,"Yes",NA,NA,NA,3,0,"",77.5,775000,116250000,182496075.353218,1.85574768851613e-10,0.185574768851613,1.76213833298925e-10,0.176213833298925,-9.36093007311828e-12,-0.00936093007311828,2.91326167741935e-10,0.291326167741935,2.76630821505376e-10,0.276630821505376,-1.46953376344086e-11,-0.0146953376344086
"125","20-Jan",0.3049,0.4942,-0.064633333,0.071858333,0.136491667,13,7,"20-Jan",46,0.204,"CCMP2458",30,1,NA,"Yes",10,12,17,3,1,"",10,1e+05,1.5e+07,73529411.7647059,-8.790133288e-10,-0.8790133288,9.772733288e-10,0.9772733288,1.8562866712e-09,1.8562866712,-4.30888886666667e-09,-4.30888886666667,4.79055553333333e-09,4.79055553333333,9.09944446666667e-09,9.09944446666667
"c27","20-Jan",0.1856,0.3715,-0.183933333,-0.050841667,0.133091667,71,113,"20-Jan",41,1.084,"Aposymbiotic",30,1,NA,"Yes",NA,NA,NA,8,0,"",92,920000,1.38e+08,127306273.062731,-1.44480965921739e-09,-1.44480965921739,-3.99364978463768e-10,-0.399364978463768,1.0454446886087e-09,1.0454446886087,-1.33285023913043e-09,-1.33285023913043,-3.68417876811594e-10,-0.368417876811594,9.64432369565217e-10,0.964432369565217
"126","20-Jan",-0.0476,0.4598,-0.417133333,0.037458333,0.454591667,10,6,"20-Jan",47,0.287,"CCMP2458",30,1,NA,"Yes",14,14,17,2,1,"",8,80000,1.2e+07,41811846.6898955,-9.97643888091667e-09,-9.97643888091667,8.9587846425e-10,0.89587846425,1.08723173690833e-08,10.8723173690833,-3.47611110833333e-08,-34.7611110833333,3.12152775e-09,3.12152775,3.78826389166667e-08,37.8826389166667
"c33","20-Jan",0.3552,0.1496,-0.014333333,-0.272741667,-0.258408333,49,59,NA,NA,NA,"Aposymbiotic",30,2,NA,"Yes",NA,NA,NA,2,0,"",54,540000,8.1e+07,NA,NA,NA,NA,NA,NA,NA,-1.76954728395062e-10,-0.176954728395062,-3.36718107407407e-09,-3.36718107407407,-3.19022633333333e-09,-3.19022633333333
"127","20-Jan",-0.153,0.5525,-0.522533333,0.130158333,0.652691667,32,14,"20-Jan",48,0.239,"CCMP2458",30,2,NA,"Yes",16,18,22,0,1,"",23,230000,34500000,144351464.435146,-3.61986859672464e-09,-3.61986859672464,9.0167656773913e-10,0.90167656773913,4.5215451713913e-09,4.5215451713913,-1.51458937101449e-08,-15.1458937101449,3.77270530434783e-09,3.77270530434783,1.89185990434783e-08,18.9185990434783
"c35","20-Jan",0.4922,0.3871,0.122666667,-0.035241667,-0.157908333,4,5,"20-Jan",43,0.583,"Aposymbiotic",30,2,NA,"Yes",NA,NA,NA,5,0,"",4.5,45000,6750000,11578044.5969125,1.05947654608889e-08,10.5947654608889,-3.04383583125926e-09,-3.04383583125926,-1.36386012057778e-08,-13.6386012057778,1.81728395555556e-08,18.1728395555556,-5.2209877037037e-09,-5.2209877037037,-2.33938271111111e-08,-23.3938271111111
"129","20-Jan",0.2855,0.2638,-0.084033333,-0.158541667,-0.074508333,49,44,"20-Jan",49,0.253,"CCMP2458",30,2,NA,"Yes",10,11,13,0,1,"",46.5,465000,69750000,275691699.604743,-3.0480907883871e-10,-0.30480907883871,-5.75068698939068e-10,-0.575068698939068,-2.70259616473118e-10,-0.270259616473118,-1.20477896774194e-09,-1.20477896774194,-2.27299881003584e-09,-2.27299881003584,-1.06821982795699e-09,-1.06821982795699
"c36","20-Jan",0.3322,0.2337,-0.037333333,-0.188641667,-0.151308333,11,9,"20-Jan",44,0.691,"Aposymbiotic",30,2,NA,"Yes",NA,NA,NA,7,0,"",10,1e+05,1.5e+07,21707670.0434153,-1.71982220686667e-09,-1.71982220686667,-8.69009279313333e-09,-8.69009279313333,-6.9702705402e-09,-6.9702705402,-2.48888886666667e-09,-2.48888886666667,-1.25761111333333e-08,-12.5761111333333,-1.00872222e-08,-10.0872222
"131","20-Jan",0.3286,0.3006,-0.040933333,-0.121741667,-0.080808333,16,23,"20-Jan",50,0.17,"CCMP2458",30,2,NA,"Yes",16,18,19,0,1,"",19.5,195000,29250000,172058823.529412,-2.37903131965812e-10,-0.237903131965812,-7.07558406495727e-10,-0.707558406495727,-4.69655268717949e-10,-0.469655268717949,-1.39943018803419e-09,-1.39943018803419,-4.16210827350427e-09,-4.16210827350427,-2.76267805128205e-09,-2.76267805128205
"194","20-Jan",0.4619,0.5468,-0.029241667,0.062016667,0.091258333,25,16,"20-Jan",63,0.397,"KB8",30,1,NA,"Yes",4,8,12,0,1,"",20.5,205000,30750000,77455919.395466,-3.77526562569106e-10,-0.377526562569106,8.0067046500813e-10,0.80067046500813,1.17819701466667e-09,1.17819701466667,-9.50948520325203e-10,-0.950948520325203,2.01680217886179e-09,2.01680217886179,2.96775066666667e-09,2.96775066666667
"218","20-Jan",0.2351,0.8547,-0.256041667,0.369916667,0.625958333,46,42,"20-Jan",69,0.522,"RT362",30,1,NA,"Yes",25,NA,NA,4,0,"",44,440000,6.6e+07,126436781.609195,-2.02505682081818e-09,-2.02505682081818,2.92570454809091e-09,2.92570454809091,4.950761361e-09,4.950761361,-3.8794191969697e-09,-3.8794191969697,5.60479798484848e-09,5.60479798484848,9.48421716666667e-09,9.48421716666667
"195","20-Jan",0.2722,0.6531,-0.218941667,0.168316667,0.387258333,21,32,"20-Jan",64,0.347,"KB8",30,1,NA,"Yes",4,9,12,2,1,"",26.5,265000,39750000,114553314.121037,-1.91126436349686e-09,-1.91126436349686,1.4693304012327e-09,1.4693304012327,3.380594756e-09,3.380594756,-5.5079664654088e-09,-5.50796646540881,4.23438155974843e-09,4.23438155974843,9.742348e-09,9.742348
"219","20-Jan",-0.1019,0.5006,-0.593041667,0.015816667,0.608858333,62,50,"20-Jan",70,0.626,"RT362",30,1,NA,"Yes",23,NA,NA,1,0,"",56,560000,8.4e+07,134185303.514377,-4.41957242311905e-09,-4.41957242311905,1.17871827880952e-10,0.117871827880952,4.53744424354762e-09,4.53744424354762,-7.06001984523810e-09,-7.0600198452381,1.88293654761905e-10,0.188293654761905,7.24831348809524e-09,7.24831348809524
"198","20-Jan",0.0602,0.2992,-0.430941667,-0.185583333,0.245358333,20,12,"20-Jan",65,0.29,"KB8",30,1,NA,"Yes",4,8,11,2,1,"",16,160000,2.4e+07,82758620.6896552,-5.20721180958333e-09,-5.20721180958333,-2.24246527375e-09,-2.24246527375,2.96474652375e-09,2.96474652375,-1.79559027916667e-08,-17.9559027916667,-7.732638875e-09,-7.732638875,1.0223263875e-08,10.223263875
"220","20-Jan",0.3834,0.4896,-0.107741667,0.004816667,0.112558333,2,6,"20-Jan",71,0.226,"RT362",30,1,NA,"Yes",21,23,28,0,1,"",4,40000,6e+06,26548672.5663717,-4.058269457e-09,-4.058269457,1.81427790333333e-10,0.181427790333333,4.23969720966667e-09,4.23969720966667,-1.79569445e-08,-17.9569445,8.02777833333333e-10,0.802777833333333,1.87597221666667e-08,18.7597221666667
"200","20-Jan",0.3559,0.1975,-0.135241667,-0.287283333,-0.152041667,23,34,"20-Jan",66,0.415,"KB8",30,2,NA,"Yes",4,8,10,0,1,"",28.5,285000,42750000,103012048.192771,-1.31287232292398e-09,-1.31287232292398,-2.7888323554386e-09,-2.7888323554386,-1.47596004222222e-09,-1.47596004222222,-3.16354776608187e-09,-3.16354776608187,-6.72007796491228e-09,-6.72007796491228,-3.55653022222222e-09,-3.55653022222222
"223","20-Jan",0.4501,0.3367,-0.041041667,-0.148083333,-0.107041667,3,11,"20-Jan",72,0.158,"RT362",30,2,NA,"Yes",12,13,15,2,1,"",7,70000,10500000,66455696.2025316,-6.17579370095238e-10,-0.617579370095238,-2.22830158228571e-09,-2.22830158228571,-1.6107222272381e-09,-1.6107222272381,-3.90873019047619e-09,-3.90873019047619,-1.41031745714286e-08,-14.1031745714286,-1.01944444761905e-08,-10.1944444761905
"201","20-Jan",0.3703,0.3393,-0.120841667,-0.145483333,-0.024641667,62,43,"20-Jan",67,0.809,"KB8",30,2,NA,"Yes",4,8,11,3,1,"",52.5,525000,78750000,97342398.0222497,-1.2414083632127e-09,-1.2414083632127,-1.49455258916825e-09,-1.49455258916825,-2.53144236228571e-10,-0.253144236228571,-1.53449735873016e-09,-1.53449735873016,-1.8474074031746e-09,-1.8474074031746,-3.12910057142857e-10,-0.312910057142857
"224","20-Jan",0.5392,0.4564,0.048058333,-0.028383333,-0.076441667,31,22,"20-Jan",73,0.702,"RT362",30,2,NA,"Yes",NA,NA,NA,4,0,"",26.5,265000,39750000,56623931.6239316,8.48728296e-10,0.848728296,-5.01260371471698e-10,-0.501260371471698,-1.34998868513208e-09,-1.34998868513208,1.20901466666667e-09,1.20901466666667,-7.14046113207547e-10,-0.714046113207547,-1.92306080503145e-09,-1.92306080503145
"204","20-Jan",0.3751,0.4193,-0.116041667,-0.065483333,0.050558333,31,34,"20-Jan",68,0.347,"KB8",30,2,NA,"Yes",4,8,12,2,1,"",32.5,325000,48750000,140489913.544669,-8.25978634851282e-10,-0.825978634851282,-4.66107006174359e-10,-0.466107006174359,3.59871621558974e-10,0.359871621558974,-2.38034188717949e-09,-2.38034188717949,-1.34324785641026e-09,-1.34324785641026,1.03709401025641e-09,1.03709401025641
"228","20-Jan",0.4403,0.3479,-0.050841667,-0.136883333,-0.086041667,10,6,"20-Jan",74,0.262,"RT362",30,2,NA,"Yes",10,13,15,1,1,"",8,80000,1.2e+07,45801526.7175573,-1.11004306283333e-09,-1.11004306283333,-2.98861943716667e-09,-2.98861943716667,-1.87857639616667e-09,-1.87857639616667,-4.23680558333333e-09,-4.23680558333333,-1.14069444166667e-08,-11.4069444166667,-7.17013891666667e-09,-7.17013891666667
"37","21-Jan",-0.0604,0.236,-0.162841667,-0.1856,-0.022758333,21,35,"21-Jan",89,0.721,"CCMP2464",26,3,NA,"Yes",28,NA,NA,0,0,"",28,280000,4.2e+07,58252427.184466,-2.79544861683333e-09,-2.79544861683333,-3.18613333333333e-09,-3.18613333333333,-3.906847165e-10,-0.3906847165,-3.87718254761905e-09,-3.87718254761905,-4.41904761904762e-09,-4.41904761904762,-5.41865071428571e-10,-0.541865071428571
"61","21-Jan",0.1218,0.3714,0.019358333,-0.0502,-0.069558333,13,21,"21-Jan",95,0.309,"FLCass",26,3,NA,"Yes",4,14,15,1,1,"",17,170000,25500000,82524271.8446602,2.34577446941176e-10,0.234577446941176,-6.08305882352941e-10,-0.608305882352941,-8.42883329294118e-10,-0.842883329294118,7.5915031372549e-10,0.75915031372549,-1.96862745098039e-09,-1.96862745098039,-2.72777776470588e-09,-2.72777776470588
"38","21-Jan",-0.1124,0.3017,-0.214841667,-0.1199,0.094941667,19,35,"21-Jan",90,0.731,"CCMP2464",26,3,NA,"Yes",NA,NA,NA,4,0,"",27,270000,40500000,55403556.7715458,-3.87775947103704e-09,-3.87775947103704,-2.16412098765432e-09,-2.16412098765432,1.71363848338272e-09,1.71363848338272,-5.30473251851852e-09,-5.30473251851852,-2.96049382716049e-09,-2.96049382716049,2.34423869135802e-09,2.34423869135802
"64","21-Jan",0.002,0.464,-0.100441667,0.0424,0.142841667,4,18,"21-Jan",96,0.598,"FLCass",26,3,NA,"Yes",4,11,15,5,1,"",11,110000,16500000,27591973.2441472,-3.6402495070303e-09,-3.6402495070303,1.53667878787879e-09,1.53667878787879,5.17692829490909e-09,5.17692829490909,-6.08737375757576e-09,-6.08737375757576,2.56969696969697e-09,2.56969696969697,8.65707072727273e-09,8.65707072727273
"41","21-Jan",0.0252,0.3515,-0.077241667,-0.0701,0.007141667,1,3,"21-Jan",91,0.229,"CCMP2464",26,3,NA,"Yes",16,18,22,4,1,"",2,20000,3e+06,13100436.6812227,-5.89611391433333e-09,-5.89611391433333,-5.35096666666667e-09,-5.35096666666667,5.45147247666667e-10,0.545147247666667,-2.57472223333333e-08,-25.7472223333333,-2.33666666666667e-08,-23.3666666666667,2.38055566666667e-09,2.38055566666667
"65","21-Jan",-0.1719,0.3387,-0.274341667,-0.0829,0.191441667,12,15,"21-Jan",97,0.476,"FLCass",26,3,NA,"Yes",4,11,15,2,1,"",13.5,135000,20250000,42542016.8067227,-6.44872264158025e-09,-6.44872264158025,-1.94866172839506e-09,-1.94866172839506,4.50006091318518e-09,4.50006091318518,-1.35477366419753e-08,-13.5477366419753,-4.09382716049383e-09,-4.09382716049383,9.45390948148148e-09,9.45390948148148
"45","21-Jan",0.0266,0.3035,-0.075841667,-0.1181,-0.042258333,1,3,"21-Jan",92,0.051,"CCMP2464",26,4,NA,"Yes",18,20,24,3,1,"",2,20000,3e+06,58823529.4117647,-1.289308339e-09,-1.289308339,-2.0077e-09,-2.0077,-7.18391661e-10,-0.718391661,-2.52805556666667e-08,-25.2805556666667,-3.93666666666667e-08,-39.3666666666667,-1.4086111e-08,-14.086111
"68","21-Jan",0.0409,0.3107,-0.061541667,-0.1109,-0.049358333,14,17,"21-Jan",98,0.362,"FLCass",26,4,NA,"Yes",4,11,16,1,1,"",15.5,155000,23250000,64226519.3370166,-9.58197137806452e-10,-0.958197137806452,-1.72670107526882e-09,-1.72670107526882,-7.68503937462366e-10,-0.768503937462366,-2.64695341935484e-09,-2.64695341935484,-4.76989247311828e-09,-4.76989247311828,-2.12293905376344e-09,-2.12293905376344
"47","21-Jan",0.0121,0.3346,-0.090341667,-0.087,0.003341667,24,20,"21-Jan",93,0.884,"CCMP2464",26,4,NA,"Yes",24,NA,NA,3,0,"",22,220000,3.3e+07,37330316.7420814,-2.42006162509091e-09,-2.42006162509091,-2.33054545454545e-09,-2.33054545454545,8.95161705454545e-11,0.0895161705454545,-2.73762627272727e-09,-2.73762627272727,-2.63636363636364e-09,-2.63636363636364,1.01262636363636e-10,0.101262636363636
"70","21-Jan",-0.0681,0.2868,-0.170541667,-0.1348,0.035741667,13,27,"21-Jan",99,0.407,"FLCass",26,4,NA,"Yes",4,14,16,3,1,"",20,2e+05,3e+07,73710073.7100737,-2.31368194896667e-09,-2.31368194896667,-1.82878666666667e-09,-1.82878666666667,4.848952823e-10,0.4848952823,-5.68472223333333e-09,-5.68472223333333,-4.49333333333333e-09,-4.49333333333333,1.1913889e-09,1.1913889
"48","21-Jan",-0.05,0.3641,-0.152441667,-0.0575,0.094941667,8,6,"21-Jan",94,0.306,"CCMP2464",26,4,NA,"Yes",20,22,28,3,1,"",7,70000,10500000,34313725.4901961,-4.442585724e-09,-4.442585724,-1.67571428571429e-09,-1.67571428571429,2.76687143828571e-09,2.76687143828571,-1.4518254e-08,-14.518254,-5.47619047619048e-09,-5.47619047619048,9.04206352380952e-09,9.04206352380952
"72","21-Jan",-0.1016,0.3732,-0.204041667,-0.0484,0.155641667,31,26,"21-Jan",100,0.556,"FLCass",26,4,NA,"Yes",4,14,16,2,1,"",28.5,285000,42750000,76888489.2086331,-2.65373489712281e-09,-2.65373489712281,-6.29483040935673e-10,-0.629483040935673,2.02425185618713e-09,2.02425185618713,-4.77290449122807e-09,-4.77290449122807,-1.13216374269006e-09,-1.13216374269006,3.64074074853801e-09,3.64074074853801
"85","21-Jan",-0.0017,0.4385,-0.166783333,0.154641667,0.321425,14,6,"21-Jan",101,0.364,"KB8",26,3,NA,"Yes",5,12,17,3,1,"",10,1e+05,1.5e+07,41208791.2087912,-4.04727554746667e-09,-4.04727554746667,3.75263778586667e-09,3.75263778586667,7.79991333333333e-09,7.79991333333333,-1.11188888666667e-08,-11.1188888666667,1.03094444666667e-08,10.3094444666667,2.14283333333333e-08,21.4283333333333
"109","21-Jan",-0.1173,0.2402,-0.282383333,-0.043658333,0.238725,27,52,"21-Jan",107,0.643,"RT362",26,3,NA,"Yes",27,NA,NA,4,0,"",39.5,395000,59250000,92146189.7356143,-3.0645144830211e-09,-3.0645144830211,-4.7379422985654e-10,-0.47379422985654,2.59072025316456e-09,2.59072025316456,-4.76596342616034e-09,-4.76596342616034,-7.36849502109705e-10,-0.736849502109705,4.02911392405063e-09,4.02911392405063
"88","21-Jan",0.0371,0.3324,-0.127983333,0.048541667,0.176525,12,8,"21-Jan",102,0.468,"KB8",26,3,NA,"Yes",5,12,14,1,1,"",10,1e+05,1.5e+07,32051282.051282,-3.9930799896e-09,-3.9930799896,1.5145000104e-09,1.5145000104,5.50758e-09,5.50758,-8.5322222e-09,-8.5322222,3.23611113333333e-09,3.23611113333333,1.17683333333333e-08,11.7683333333333
"110","21-Jan",0.1106,0.3209,-0.054483333,0.037041667,0.091525,9,19,"21-Jan",108,0.629,"RT362",26,3,NA,"Yes",25,NA,NA,4,0,"",14,140000,2.1e+07,33386327.5039746,-1.63190554557143e-09,-1.63190554557143,1.10948612109524e-09,1.10948612109524,2.74139166666667e-09,2.74139166666667,-2.59444442857143e-09,-2.59444442857143,1.7638889047619e-09,1.7638889047619,4.35833333333333e-09,4.35833333333333
"90","21-Jan",0.145,0.2011,-0.020083333,-0.082758333,-0.062675,15,12,"21-Jan",103,0.398,"KB8",26,3,NA,"Yes",5,11,14,1,1,"",13.5,135000,20250000,50879396.9849246,-3.94724273283951e-10,-0.394724273283951,-1.62655884118519e-09,-1.62655884118519,-1.23183456790123e-09,-1.23183456790123,-9.91769530864198e-10,-0.991769530864198,-4.08683125925926e-09,-4.08683125925926,-3.09506172839506e-09,-3.09506172839506
"114","21-Jan",-0.0869,0.2044,-0.251983333,-0.079458333,0.172525,4,7,"21-Jan",109,0.304,"RT362",26,3,NA,"Yes",17,19,25,0,1,"",5.5,55000,8250000,27138157.8947368,-9.28520402812121e-09,-9.28520402812121,-2.92791917963636e-09,-2.92791917963636,6.35728484848485e-09,6.35728484848485,-3.05434343030303e-08,-30.5434343030303,-9.63131309090909e-09,-9.63131309090909,2.09121212121212e-08,20.9121212121212
"92","21-Jan",0.0946,0.4066,-0.070483333,0.122741667,0.193225,10,15,"21-Jan",104,0.463,"KB8",26,4,NA,"Yes",5,12,14,4,1,"",12.5,125000,18750000,40496760.2591793,-1.74046843621333e-09,-1.74046843621333,3.03090089712e-09,3.03090089712,4.77136933333333e-09,4.77136933333333,-3.75911109333333e-09,-3.75911109333333,6.54622224e-09,6.54622224,1.03053333333333e-08,10.3053333333333
"118","21-Jan",-0.0256,0.1424,-0.190683333,-0.141458333,0.049225,16,28,"21-Jan",110,0.697,"RT362",26,4,NA,"Yes",21,NA,NA,3,0,"",22,220000,3.3e+07,47345767.5753228,-4.02746312427273e-09,-4.02746312427273,-2.98777145760606e-09,-2.98777145760606,1.03969166666667e-09,1.03969166666667,-5.77828281818182e-09,-5.77828281818182,-4.28661615151515e-09,-4.28661615151515,1.49166666666667e-09,1.49166666666667
"93","21-Jan",0.1566,0.2356,-0.008483333,-0.048258333,-0.039775,8,2,"21-Jan",105,0.225,"KB8",26,4,NA,"Yes",5,11,16,3,1,"",5,50000,7500000,33333333.3333333,-2.5449999e-10,-0.25449999,-1.44774999e-09,-1.44774999,-1.19325e-09,-1.19325,-1.13111106666667e-09,-1.13111106666667,-6.4344444e-09,-6.4344444,-5.30333333333333e-09,-5.30333333333333
"119","21-Jan",-0.0106,0.3338,-0.175683333,0.049941667,0.225625,7,10,"21-Jan",111,0.358,"RT362",26,4,NA,"Yes",11,15,17,1,1,"",8.5,85000,12750000,35614525.1396648,-4.93291240894118e-09,-4.93291240894118,1.4022836694902e-09,1.4022836694902,6.33519607843137e-09,6.33519607843137,-1.37790849411765e-08,-13.7790849411765,3.91699349019608e-09,3.91699349019608,1.76960784313725e-08,17.6960784313725
"95","21-Jan",0.1251,0.1437,-0.039983333,-0.140158333,-0.100175,4,8,"21-Jan",106,0.251,"KB8",26,4,NA,"Yes",5,12,14,2,1,"",6,60000,9e+06,35856573.7051793,-1.11509073144444e-09,-1.11509073144444,-3.90886017588889e-09,-3.90886017588889,-2.79376944444444e-09,-2.79376944444444,-4.44259255555556e-09,-4.44259255555556,-1.55731481111111e-08,-15.5731481111111,-1.11305555555556e-08,-11.1305555555556
"120","21-Jan",-0.2073,0.1534,-0.372383333,-0.130458333,0.241925,27,40,"21-Jan",112,0.675,"RT362",26,4,NA,"Yes",17,NA,NA,5,0,"",33.5,335000,50250000,74444444.4444444,-5.00216417462687e-09,-5.00216417462687,-1.75242536865672e-09,-1.75242536865672,3.24973880597015e-09,3.24973880597015,-7.4106135920398e-09,-7.4106135920398,-2.59618573134328e-09,-2.59618573134328,4.81442786069652e-09,4.81442786069652
"c38","21-Jan",0.2324,0.3889,-0.019316667,0.076375,0.095691667,4,9,"21-Jan",40,0.804,"Aposymbiotic",30,3,NA,"Yes",NA,NA,NA,2,0,"",6.5,65000,9750000,12126865.6716418,-1.59288207876923e-09,-1.59288207876923,6.298e-09,6.298,7.89088207876923e-09,7.89088207876923,-1.98119661538462e-09,-1.98119661538462,7.83333333333333e-09,7.83333333333333,9.81452994871795e-09,9.81452994871795
"134","21-Jan",0.2136,0.4281,-0.038116667,0.115575,0.153691667,6,10,"21-Jan",46,0.176,"CCMP2458",30,3,NA,"Yes",14,20,22,0,1,"",8,80000,1.2e+07,68181818.1818182,-5.59044449333333e-10,-0.559044449333333,1.6951e-09,1.6951,2.25414444933333e-09,2.25414444933333,-3.17638891666667e-09,-3.17638891666667,9.63125e-09,9.63125,1.28076389166667e-08,12.8076389166667
"c39","21-Jan",0.258,0.337,0.006283333,0.024475,0.018191667,23,53,"21-Jan",41,0.493,"Aposymbiotic",30,3,NA,"Yes",NA,NA,NA,5,0,"",38,380000,5.7e+07,115618661.257606,5.4345318754386e-11,0.054345318754386,2.11687280701754e-10,0.211687280701754,1.57341961947368e-10,0.157341961947368,1.10233912280702e-10,0.110233912280702,4.29385964912281e-10,0.429385964912281,3.19152052631579e-10,0.319152052631579
"135","21-Jan",0.2706,0.3262,0.018883333,0.013675,-0.005208333,16,14,"21-Jan",47,0.325,"CCMP2458",30,3,NA,"Yes",11,12,15,2,1,"",15,150000,22500000,69230769.2307692,2.72759254444444e-10,0.272759254444444,1.97527777777778e-10,0.197527777777778,-7.52314766666667e-11,-0.0752314766666667,8.39259244444444e-10,0.839259244444444,6.07777777777778e-10,0.607777777777778,-2.31481466666667e-10,-0.231481466666667
